File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
E:\LiberoProjects\HSM\HSM\drivers\mss_sys_services\mss_sys_services.c,"request_completion_handler( uint8_t * p_response, uint16_t response_size )",3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\drivers\mss_sys_services\mss_sys_services.c,signal_request_start(void),9,7,5,1,1,0,1,7,
E:\LiberoProjects\HSM\HSM\drivers\mss_sys_services\mss_sys_services.c,wait_for_request_completion(void),7,6,4,2,1,0,0,0,
E:\LiberoProjects\HSM\HSM\drivers\mss_sys_services\mss_sys_services.c,"write_ptr_value_into_array( const uint8_t * pointer, uint8_t target_array[], uint32_t array_index )",5,5,5,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\drivers\mss_sys_services\mss_sys_services.c,"write_array_into_ptr_value( uint8_t** pointer, uint8_t target_array[], uint32_t array_index )",9,7,7,0,2,0,0,0,
E:\LiberoProjects\HSM\HSM\drivers\w25q64fvssig\w25q64fvssig.c,FLASH_init( void ),46,25,6,0,5,0,16,76,
E:\LiberoProjects\HSM\HSM\drivers\w25q64fvssig\w25q64fvssig.c,"FLASH_read_device_id( uint8_t * manufacturer_id, uint8_t * device_id )",48,36,25,1,12,0,0,0,
E:\LiberoProjects\HSM\HSM\drivers\w25q64fvssig\w25q64fvssig.c,"FLASH_read( uint32_t address, uint8_t * rx_buffer, size_t size_in_bytes )",75,59,42,3,13,6,3,25,
E:\LiberoProjects\HSM\HSM\drivers\w25q64fvssig\w25q64fvssig.c,FLASH_global_unprotect( void ),17,12,12,0,3,0,2,10,
E:\LiberoProjects\HSM\HSM\drivers\w25q64fvssig\w25q64fvssig.c,FLASH_chip_erase( void ),16,11,11,0,3,0,2,10,
E:\LiberoProjects\HSM\HSM\drivers\w25q64fvssig\w25q64fvssig.c,FLASH_erase_4k_block( uint32_t address ),19,14,14,0,3,0,2,10,
E:\LiberoProjects\HSM\HSM\drivers\w25q64fvssig\w25q64fvssig.c,FLASH_erase_64k_block( uint32_t address ),19,14,14,0,3,0,2,10,
E:\LiberoProjects\HSM\HSM\drivers\w25q64fvssig\w25q64fvssig.c,"write_cmd_data( mss_spi_instance_t * this_spi, const uint8_t * cmd_buffer, uint16_t cmd_byte_size, uint8_t * data_buffer, uint16_t data_byte_size )",51,40,19,3,11,8,0,16,
E:\LiberoProjects\HSM\HSM\drivers\w25q64fvssig\w25q64fvssig.c,"FLASH_program( uint32_t address, uint8_t * write_buffer, size_t size_in_bytes )",76,53,42,2,16,1,7,35,
E:\LiberoProjects\HSM\HSM\drivers\w25q64fvssig\w25q64fvssig.c,FLASH_get_status( void ),7,5,5,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\drivers\w25q64fvssig\w25q64fvssig.c,wait_ready( void ),8,7,7,0,1,0,0,0,
E:\LiberoProjects\HSM\HSM\hal\CortexM3\cortex_nvic.c,NVIC_init( void ),9,2,2,0,0,0,7,44,
E:\LiberoProjects\HSM\HSM\hal\CortexM3\cortex_nvic.c,"NVIC_set_handler( uint32_t interrupt_number, hal_nvic_irq_handler_t handler )",31,2,2,0,0,0,29,162,
E:\LiberoProjects\HSM\HSM\hal\CortexM3\cortex_nvic.c,"NVIC_set_priority( uint32_t interrupt_number, uint8_t priority_level )",27,2,2,0,0,0,25,109,
E:\LiberoProjects\HSM\HSM\hal\CortexM3\cortex_nvic.c,NVIC_enable_interrupt( uint32_t interrupt_number ),27,2,2,0,0,0,25,107,
E:\LiberoProjects\HSM\HSM\hal\CortexM3\cortex_nvic.c,NVIC_disable_interrupt( uint32_t interrupt_number ),27,2,2,0,0,0,25,107,
E:\LiberoProjects\HSM\HSM\hal\CortexM3\cortex_nvic.c,NVIC_clear_interrupt( uint32_t interrupt_number ),27,2,2,0,0,0,25,107,
E:\LiberoProjects\HSM\HSM\mbedtls\include\mbedtls\bn_mul.h,defined(_M_IX86),13,11,3,0,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes.c,"mbedtls_zeroize( void *v, size_t n )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes.c,aes_gen_tables( void ),73,49,35,4,12,0,12,31,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes.c,mbedtls_aes_init( mbedtls_aes_context *ctx ),2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes.c,mbedtls_aes_free( mbedtls_aes_context *ctx ),5,4,3,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes.c,"mbedtls_aes_setkey_enc( mbedtls_aes_context *ctx, const unsigned char *key, unsigned int keybits )",105,86,43,15,19,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes.c,"mbedtls_aes_setkey_dec( mbedtls_aes_context *ctx, const unsigned char *key, unsigned int keybits )",60,47,28,7,12,0,1,4,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes.c,"mbedtls_aes_encrypt( mbedtls_aes_context *ctx, const unsigned char input[16], unsigned char output[16] )",47,38,20,1,9,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes.c,"mbedtls_aes_decrypt( mbedtls_aes_context *ctx, const unsigned char input[16], unsigned char output[16] )",47,38,20,1,9,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes.c,"mbedtls_aes_crypt_ecb( mbedtls_aes_context *ctx, int mode, const unsigned char input[16], unsigned char output[16] )",24,17,7,7,4,0,3,11,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes.c,"mbedtls_aes_crypt_cbc( mbedtls_aes_context *ctx, int mode, size_t length, unsigned char iv[16], const unsigned char *input, unsigned char *output )",53,40,24,11,10,0,3,11,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes.c,"mbedtls_aes_crypt_cfb128( mbedtls_aes_context *ctx, int mode, size_t length, size_t *iv_off, unsigned char iv[16], const unsigned char *input, unsigned char *output )",34,27,17,6,7,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes.c,"mbedtls_aes_crypt_cfb8( mbedtls_aes_context *ctx, int mode, size_t length, unsigned char iv[16], const unsigned char *input, unsigned char *output )",21,15,11,4,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes.c,"mbedtls_aes_crypt_ctr( mbedtls_aes_context *ctx, size_t length, size_t *nc_off, unsigned char nonce_counter[16], unsigned char stream_block[16], const unsigned char *input, unsigned char *output )",22,17,12,6,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes.c,mbedtls_aes_self_test( int verbose ),267,201,115,41,54,3,12,22,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aesni.c,mbedtls_aesni_has_support( unsigned int what ),15,13,7,2,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aesni.c,"mbedtls_aesni_crypt_ecb( mbedtls_aes_context *ctx, int mode, const unsigned char input[16], unsigned char output[16] )",36,31,3,1,5,19,0,52,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aesni.c,"mbedtls_aesni_gcm_mult( unsigned char c[16], const unsigned char a[16], const unsigned char b[16] )",103,73,9,2,10,59,20,202,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aesni.c,"mbedtls_aesni_inverse_key( unsigned char *invkey, const unsigned char *fwdkey, int nr )",15,12,6,1,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aesni.c,"aesni_setkey_enc_128( unsigned char *rk, const unsigned char *key )",43,30,2,0,2,11,11,100,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aesni.c,"aesni_setkey_enc_192( unsigned char *rk, const unsigned char *key )",50,38,2,0,3,10,9,74,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aesni.c,"aesni_setkey_enc_256( unsigned char *rk, const unsigned char *key )",59,41,2,0,3,1,15,94,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aesni.c,"mbedtls_aesni_setkey_enc( unsigned char *rk, const unsigned char *key, size_t bits )",10,9,7,2,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes_alt.c,mbedtls_aes_init( mbedtls_aes_context *ctx ),2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes_alt.c,mbedtls_aes_free( mbedtls_aes_context *ctx ),6,5,4,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes_alt.c,"mbedtls_aes_setkey_enc( mbedtls_aes_context *ctx, const unsigned char *key, unsigned int keybits )",7,5,4,3,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes_alt.c,"mbedtls_aes_setkey_dec( mbedtls_aes_context *ctx, const unsigned char *key, unsigned int keybits )",7,5,4,3,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes_alt.c,"mbedtls_aes_crypt_ecb( mbedtls_aes_context *ctx, int mode, const unsigned char input[16], unsigned char output[16] )",20,18,14,4,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes_alt.c,"mbedtls_aes_crypt_cbc( mbedtls_aes_context *ctx, int mode, size_t length, unsigned char iv[16], const unsigned char *input, unsigned char *output )",42,33,24,7,7,1,2,24,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes_alt.c,"mbedtls_aes_crypt_cfb128( mbedtls_aes_context *ctx, int mode, size_t length, size_t *iv_off, unsigned char iv[16], const unsigned char *input, unsigned char *output )",24,20,14,6,4,1,0,4,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes_alt.c,"mbedtls_aes_crypt_cfb8( mbedtls_aes_context *ctx, int mode, size_t length, unsigned char iv[16], const unsigned char *input, unsigned char *output )",21,18,13,4,3,1,0,4,
E:\LiberoProjects\HSM\HSM\mbedtls\library\aes_alt.c,"mbedtls_aes_crypt_ctr( mbedtls_aes_context *ctx, size_t length, size_t *nc_off, unsigned char nonce_counter[16], unsigned char stream_block[16], const unsigned char *input, unsigned char *output )",24,20,14,6,4,1,0,4,
E:\LiberoProjects\HSM\HSM\mbedtls\library\arc4.c,"mbedtls_zeroize( void *v, size_t n )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\arc4.c,mbedtls_arc4_init( mbedtls_arc4_context *ctx ),2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\arc4.c,mbedtls_arc4_free( mbedtls_arc4_context *ctx ),5,4,3,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\arc4.c,"mbedtls_arc4_setup( mbedtls_arc4_context *ctx, const unsigned char *key, unsigned int keylen )",23,18,15,3,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\arc4.c,"mbedtls_arc4_crypt( mbedtls_arc4_context *ctx, size_t length, const unsigned char *input, unsigned char *output )",25,19,16,2,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\arc4.c,mbedtls_arc4_self_test( int verbose ),38,28,19,7,10,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1parse.c,"mbedtls_zeroize( void *v, size_t n )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1parse.c,"mbedtls_asn1_get_len( unsigned char **p, const unsigned char *end, size_t *len )",53,42,24,20,11,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1parse.c,"mbedtls_asn1_get_tag( unsigned char **p, const unsigned char *end, size_t *len, int tag )",10,7,5,5,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1parse.c,"mbedtls_asn1_get_bool( unsigned char **p, const unsigned char *end, int *val )",14,10,8,5,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1parse.c,"mbedtls_asn1_get_int( unsigned char **p, const unsigned char *end, int *val )",19,14,10,6,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1parse.c,"mbedtls_asn1_get_mpi( unsigned char **p, const unsigned char *end, mbedtls_mpi *X )",12,8,7,3,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1parse.c,"mbedtls_asn1_get_bitstring( unsigned char **p, const unsigned char *end, mbedtls_asn1_bitstring *bs)",26,16,12,9,6,0,4,33,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1parse.c,"mbedtls_asn1_get_bitstring_null( unsigned char **p, const unsigned char *end, size_t *len )",10,7,5,5,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1parse.c,"mbedtls_asn1_get_sequence_of( unsigned char **p, const unsigned char *end, mbedtls_asn1_sequence *cur, int tag)",44,30,19,13,11,0,3,20,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1parse.c,"mbedtls_asn1_get_alg( unsigned char **p, const unsigned char *end, mbedtls_asn1_buf *alg, mbedtls_asn1_buf *params )",39,28,20,13,11,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1parse.c,"mbedtls_asn1_get_alg_null( unsigned char **p, const unsigned char *end, mbedtls_asn1_buf *alg )",13,9,7,5,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1parse.c,mbedtls_asn1_free_named_data( mbedtls_asn1_named_data *cur ),8,6,5,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1parse.c,mbedtls_asn1_free_named_data_list( mbedtls_asn1_named_data **head ),9,8,6,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1parse.c,"mbedtls_asn1_find_named_data( mbedtls_asn1_named_data *list, const char *oid, size_t len )",13,11,6,4,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1write.c,"mbedtls_asn1_write_len( unsigned char **p, unsigned char *start, size_t len )",57,47,32,21,10,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1write.c,"mbedtls_asn1_write_tag( unsigned char **p, unsigned char *start, unsigned char tag )",7,5,4,3,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1write.c,"mbedtls_asn1_write_raw_buffer( unsigned char **p, unsigned char *start, const unsigned char *buf, size_t size )",11,8,7,3,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1write.c,"mbedtls_asn1_write_mpi( unsigned char **p, unsigned char *start, const mbedtls_mpi *X )",33,20,15,6,8,0,5,25,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1write.c,"mbedtls_asn1_write_null( unsigned char **p, unsigned char *start )",10,6,6,1,2,0,2,2,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1write.c,"mbedtls_asn1_write_oid( unsigned char **p, unsigned char *start, const char *oid, size_t oid_len )",10,8,7,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1write.c,"mbedtls_asn1_write_algorithm_identifier( unsigned char **p, unsigned char *start, const char *oid, size_t oid_len, size_t par_len )",16,12,9,2,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1write.c,"mbedtls_asn1_write_bool( unsigned char **p, unsigned char *start, int boolean )",14,10,9,3,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1write.c,"mbedtls_asn1_write_int( unsigned char **p, unsigned char *start, int val )",27,17,13,6,6,0,4,30,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1write.c,"mbedtls_asn1_write_printable_string( unsigned char **p, unsigned char *start, const char *text, size_t text_len )",11,8,7,1,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1write.c,"mbedtls_asn1_write_ia5_string( unsigned char **p, unsigned char *start, const char *text, size_t text_len )",11,8,7,1,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1write.c,"mbedtls_asn1_write_bitstring( unsigned char **p, unsigned char *start, const unsigned char *buf, size_t bits )",23,13,12,3,6,0,4,6,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1write.c,"mbedtls_asn1_write_octet_string( unsigned char **p, unsigned char *start, const unsigned char *buf, size_t size )",10,7,7,1,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\asn1write.c,"mbedtls_asn1_store_named_data( mbedtls_asn1_named_data **head, const char *oid, size_t oid_len, const unsigned char *val, size_t val_len )",54,39,27,11,8,0,7,38,
E:\LiberoProjects\HSM\HSM\mbedtls\library\base64.c,"mbedtls_base64_encode( unsigned char *dst, size_t dlen, size_t *olen, const unsigned char *src, size_t slen )",60,46,35,10,14,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\base64.c,"mbedtls_base64_decode( unsigned char *dst, size_t dlen, size_t *olen, const unsigned char *src, size_t slen )",82,57,36,25,17,0,8,65,
E:\LiberoProjects\HSM\HSM\mbedtls\library\base64.c,mbedtls_base64_self_test( int verbose ),37,27,16,10,10,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_zeroize( mbedtls_mpi_uint *v, size_t n )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,mbedtls_mpi_init( mbedtls_mpi *X ),7,6,5,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,mbedtls_mpi_free( mbedtls_mpi *X ),13,11,8,2,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_grow( mbedtls_mpi *X, size_t nblimbs )",23,18,12,7,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_shrink( mbedtls_mpi *X, size_t nblimbs )",30,22,15,10,7,0,1,7,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_copy( mbedtls_mpi *X, const mbedtls_mpi *Y )",28,20,14,8,8,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_swap( mbedtls_mpi *X, mbedtls_mpi *Y )",6,5,5,0,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_safe_cond_assign( mbedtls_mpi *X, const mbedtls_mpi *Y, unsigned char assign )",19,12,9,3,6,0,1,12,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_safe_cond_swap( mbedtls_mpi *X, mbedtls_mpi *Y, unsigned char swap )",28,20,16,4,7,0,1,12,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_lset( mbedtls_mpi *X, mbedtls_mpi_sint z )",12,8,7,1,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_get_bit( const mbedtls_mpi *X, size_t pos )",5,4,3,3,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_set_bit( mbedtls_mpi *X, size_t pos, unsigned char val )",22,16,11,6,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,mbedtls_mpi_lsb( const mbedtls_mpi *X ),9,7,4,5,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,mbedtls_clz( const mbedtls_mpi_uint x ),12,9,7,3,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,mbedtls_mpi_bitlen( const mbedtls_mpi *X ),13,9,6,6,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,mbedtls_mpi_size( const mbedtls_mpi *X ),2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mpi_get_digit( mbedtls_mpi_uint *d, int radix, char c )",11,8,7,6,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_read_string( mbedtls_mpi *X, int radix, const char *s )",66,52,33,12,14,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mpi_write_hlp( mbedtls_mpi *X, int radix, char **p )",21,15,10,5,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_write_string( const mbedtls_mpi *X, int radix, char *buf, size_t buflen, size_t *olen )",69,49,34,13,15,0,5,33,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_read_file( mbedtls_mpi *X, int radix, FILE *fin )",27,18,14,10,5,0,4,18,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_write_file( const char *p, const mbedtls_mpi *X, int radix, FILE *fout )",32,21,15,5,7,0,4,18,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_read_binary( mbedtls_mpi *X, const unsigned char *buf, size_t buflen )",17,12,8,5,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_write_binary( const mbedtls_mpi *X, unsigned char *buf, size_t buflen )",14,9,7,4,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_shift_l( mbedtls_mpi *X, size_t count )",44,29,19,7,9,0,6,14,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_shift_r( mbedtls_mpi *X, size_t count )",37,25,16,8,6,0,6,14,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_cmp_abs( const mbedtls_mpi *X, const mbedtls_mpi *Y )",24,18,11,14,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_cmp_mpi( const mbedtls_mpi *X, const mbedtls_mpi *Y )",27,20,13,16,7,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_cmp_int( const mbedtls_mpi *X, mbedtls_mpi_sint z )",10,8,8,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_add_abs( mbedtls_mpi *X, const mbedtls_mpi *A, const mbedtls_mpi *B )",50,33,21,9,11,0,6,26,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mpi_sub_hlp( size_t n, mbedtls_mpi_uint *s, mbedtls_mpi_uint *d )",15,13,9,2,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_sub_abs( mbedtls_mpi *X, const mbedtls_mpi *A, const mbedtls_mpi *B )",37,23,16,8,11,0,3,13,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_add_mpi( mbedtls_mpi *X, const mbedtls_mpi *A, const mbedtls_mpi *B )",25,22,13,3,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_sub_mpi( mbedtls_mpi *X, const mbedtls_mpi *A, const mbedtls_mpi *B )",25,22,13,3,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_add_int( mbedtls_mpi *X, const mbedtls_mpi *A, mbedtls_mpi_sint b )",10,8,8,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_sub_int( mbedtls_mpi *X, const mbedtls_mpi *A, mbedtls_mpi_sint b )",10,8,8,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mpi_mul_hlp( size_t i, mbedtls_mpi_uint *s, mbedtls_mpi_uint *d, mbedtls_mpi_uint b )",58,50,11,6,8,2,0,4,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_mul_mpi( mbedtls_mpi *X, const mbedtls_mpi *A, const mbedtls_mpi *B )",31,21,15,10,10,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_mul_int( mbedtls_mpi *X, const mbedtls_mpi *A, mbedtls_mpi_uint b )",10,8,8,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_int_div_int( mbedtls_mpi_uint u1, mbedtls_mpi_uint u0, mbedtls_mpi_uint d, mbedtls_mpi_uint *r )",88,56,41,12,19,0,13,42,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_div_mpi( mbedtls_mpi *Q, mbedtls_mpi *R, const mbedtls_mpi *A, const mbedtls_mpi *B )",109,89,66,16,20,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_div_int( mbedtls_mpi *Q, mbedtls_mpi *R, const mbedtls_mpi *A, mbedtls_mpi_sint b )",10,8,8,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_mod_mpi( mbedtls_mpi *R, const mbedtls_mpi *A, const mbedtls_mpi *B )",17,11,7,5,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_mod_int( mbedtls_mpi_uint *r, const mbedtls_mpi *A, mbedtls_mpi_sint b )",51,32,23,11,9,0,10,30,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mpi_montg_init( mbedtls_mpi_uint *mm, const mbedtls_mpi *N )",11,8,7,1,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mpi_montmul( mbedtls_mpi *A, const mbedtls_mpi *B, const mbedtls_mpi *N, mbedtls_mpi_uint mm, const mbedtls_mpi *T )",36,23,18,5,9,0,4,15,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mpi_montred( mbedtls_mpi *A, const mbedtls_mpi *N, mbedtls_mpi_uint mm, const mbedtls_mpi *T )",8,6,6,1,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_exp_mod( mbedtls_mpi *X, const mbedtls_mpi *A, const mbedtls_mpi *E, const mbedtls_mpi *N, mbedtls_mpi *_RR )",202,119,83,26,41,0,42,137,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_gcd( mbedtls_mpi *G, const mbedtls_mpi *A, const mbedtls_mpi *B )",46,34,26,4,12,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_fill_random( mbedtls_mpi *X, size_t size, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",12,9,7,3,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_inv_mod( mbedtls_mpi *X, const mbedtls_mpi *A, const mbedtls_mpi *N )",89,70,50,12,19,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,mpi_check_small_factors( const mbedtls_mpi *X ),21,16,10,8,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mpi_miller_rabin( const mbedtls_mpi *X, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",96,60,42,12,17,0,19,63,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_is_prime( const mbedtls_mpi *X, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",24,18,12,9,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\bignum.c,"mbedtls_mpi_gen_prime( mbedtls_mpi *X, size_t nbits, int dh_flag, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",84,51,32,12,18,0,15,127,
